Date Time,Txn Hash,Type,From Wallet,To Wallet,Token Name,Token Amount In,Token Amount Out,Fiat Value In,Fiat Value Out,Realised Gains/Loss,Account,Tags,Notes,Blockchain
2025-05-14T18:50:59.000-06:00,"=HYPERLINK(""https://basescan.org/tx/0xac6dc2ab220b3501f5867c5ba399b00dd59b14dd32451a7ff3fdbe7a095968c1"",""0xac6dc2ab220b3501f5867c5ba399b00dd59b14dd32451a7ff3fdbe7a095968c1"")",Fee,"=HYPERLINK(""https://basescan.org/address/0x8cD78a945c6D209fe8C7ed8Ee1712F43bec17781"",""hot.buidlguidl.eth"")",,ETH,,0.000000044939835482,,0.000117010662548582549779373943,-0.0000320405237805791175414529444,20-Fee,,,base
2025-05-14T18:37:49.000-06:00,"=HYPERLINK(""https://basescan.org/tx/0x3d5a657ea30d9af1bd397e4110fa5726fee83d86b6627cc9e781f57ac6940060"",""0x3d5a657ea30d9af1bd397e4110fa5726fee83d86b6627cc9e781f57ac6940060"")",Withdrawal,"=HYPERLINK(""https://basescan.org/address/0x8cD78a945c6D209fe8C7ed8Ee1712F43bec17781"",""hot.buidlguidl.eth"")","=HYPERLINK(""https://basescan.org/address/0x654d070a8D64411eC23C52557a1eF576279cF7C5"",""0x654d070a8D64411eC23C52557a1eF576279cF7C5"")",ETH,,0.000095,,0.2473532184283963425,-0.067731662265968599,,,,base
2025-05-14T18:37:49.000-06:00,"=HYPERLINK(""https://basescan.org/tx/0x3d5a657ea30d9af1bd397e4110fa5726fee83d86b6627cc9e781f57ac6940060"",""0x3d5a657ea30d9af1bd397e4110fa5726fee83d86b6627cc9e781f57ac6940060"")",Fee,"=HYPERLINK(""https://basescan.org/address/0x8cD78a945c6D209fe8C7ed8Ee1712F43bec17781"",""hot.buidlguidl.eth"")",,ETH,,0.000000213627084052,,0.000556224702986692008450703998,-0.0001523086053460394808185861384,20-Fee,,,base
2025-05-14T18:19:13.000-06:00,"=HYPERLINK(""https://basescan.org/tx/0x6a065a31d142c9d4c2881542a4885f1c856b0f69b68dbbadf3ff35dfff98100e"",""0x6a065a31d142c9d4c2881542a4885f1c856b0f69b68dbbadf3ff35dfff98100e"")",Withdrawal,"=HYPERLINK(""https://basescan.org/address/0x8cD78a945c6D209fe8C7ed8Ee1712F43bec17781"",""hot.buidlguidl.eth"")","=HYPERLINK(""https://basescan.org/address/0x7EE3D5fC62C7417D8D61a2CAa1dF3995854aB54E"",""0x7EE3D5fC62C7417D8D61a2CAa1dF3995854aB54E"")",ETH,,0.010000000000000005,,26.0371808871996280185904435998075,-7.129648659575645564824329787821,,,,base
2025-05-14T18:19:13.000-06:00,"=HYPERLINK(""https://basescan.org/tx/0x6a065a31d142c9d4c2881542a4885f1c856b0f69b68dbbadf3ff35dfff98100e"",""0x6a065a31d142c9d4c2881542a4885f1c856b0f69b68dbbadf3ff35dfff98100e"")",Withdrawal,"=HYPERLINK(""https://basescan.org/address/0x8cD78a945c6D209fe8C7ed8Ee1712F43bec17781"",""hot.buidlguidl.eth"")","=HYPERLINK(""https://basescan.org/address/0xcf063e7D1a4b128888498147907E063Ab9D4CA44"",""0xcf063e7D1a4b128888498147907E063Ab9D4CA44"")",ETH,,0.01,,26.037180887199615,-7.129648659575642,,,,base
2025-05-14T18:19:13.000-06:00,"=HYPERLINK(""https://basescan.org/tx/0x6a065a31d142c9d4c2881542a4885f1c856b0f69b68dbbadf3ff35dfff98100e"",""0x6a065a31d142c9d4c2881542a4885f1c856b0f69b68dbbadf3ff35dfff98100e"")",Withdrawal,"=HYPERLINK(""https://basescan.org/address/0x8cD78a945c6D209fe8C7ed8Ee1712F43bec17781"",""hot.buidlguidl.eth"")","=HYPERLINK(""https://basescan.org/address/0x37483a852a0B8C2Cd840b946fbF4Fc8E3d6D6Fb3"",""0x37483a852a0B8C2Cd840b946fbF4Fc8E3d6D6Fb3"")",ETH,,0.01,,26.037180887199615,-7.129648659575642,,,,base
2025-05-14T18:19:13.000-06:00,"=HYPERLINK(""https://basescan.org/tx/0x6a065a31d142c9d4c2881542a4885f1c856b0f69b68dbbadf3ff35dfff98100e"",""0x6a065a31d142c9d4c2881542a4885f1c856b0f69b68dbbadf3ff35dfff98100e"")",Withdrawal,"=HYPERLINK(""https://basescan.org/address/0x8cD78a945c6D209fe8C7ed8Ee1712F43bec17781"",""hot.buidlguidl.eth"")","=HYPERLINK(""https://basescan.org/address/0xF1c164ab5D3609E478e2Fc34f2806297135561E6"",""0xF1c164ab5D3609E478e2Fc34f2806297135561E6"")",ETH,,0.01,,26.037180887199615,-7.129648659575642,,,,base
2025-05-14T18:19:13.000-06:00,"=HYPERLINK(""https://basescan.org/tx/0x6a065a31d142c9d4c2881542a4885f1c856b0f69b68dbbadf3ff35dfff98100e"",""0x6a065a31d142c9d4c2881542a4885f1c856b0f69b68dbbadf3ff35dfff98100e"")",Withdrawal,"=HYPERLINK(""https://basescan.org/address/0x8cD78a945c6D209fe8C7ed8Ee1712F43bec17781"",""hot.buidlguidl.eth"")","=HYPERLINK(""https://basescan.org/address/0x1A5D6D9E717566201469010DC8b572D223aaF83D"",""0x1A5D6D9E717566201469010DC8b572D223aaF83D"")",ETH,,0.01,,26.037180887199615,-7.129648659575642,,,,base
2025-05-14T18:19:13.000-06:00,"=HYPERLINK(""https://basescan.org/tx/0x6a065a31d142c9d4c2881542a4885f1c856b0f69b68dbbadf3ff35dfff98100e"",""0x6a065a31d142c9d4c2881542a4885f1c856b0f69b68dbbadf3ff35dfff98100e"")",Withdrawal,"=HYPERLINK(""https://basescan.org/address/0x8cD78a945c6D209fe8C7ed8Ee1712F43bec17781"",""hot.buidlguidl.eth"")","=HYPERLINK(""https://basescan.org/address/0xf6e70821911Ab215133D06b216B53d81754B62E0"",""0xf6e70821911Ab215133D06b216B53d81754B62E0"")",ETH,,0.01,,26.037180887199615,-7.129648659575642,,,,base
2025-05-14T18:19:13.000-06:00,"=HYPERLINK(""https://basescan.org/tx/0x6a065a31d142c9d4c2881542a4885f1c856b0f69b68dbbadf3ff35dfff98100e"",""0x6a065a31d142c9d4c2881542a4885f1c856b0f69b68dbbadf3ff35dfff98100e"")",Fee,"=HYPERLINK(""https://basescan.org/address/0x8cD78a945c6D209fe8C7ed8Ee1712F43bec17781"",""hot.buidlguidl.eth"")",,ETH,,0.000003386425118055,,0.0088172963359754345864725548825,-0.002414402130369411596605241631,20-Fee,,,base
2025-05-14T17:59:35.000-06:00,"=HYPERLINK(""https://etherscan.io/tx/0x2005d03ac49a1948d94989431e345f2427db28f4f1433ec7ef1b2ecaba91388b"",""0x2005d03ac49a1948d94989431e345f2427db28f4f1433ec7ef1b2ecaba91388b"")",Withdrawal,"=HYPERLINK(""https://etherscan.io/address/0x825078aB3d66b91B66D4b907a4742019Ca4Fdf30"",""workshops cohort"")","=HYPERLINK(""https://etherscan.io/address/0x3f22F740d41518f5017b76Eed3a63eb14D2E1B07"",""shutterblock.eth Streams"")",ETH,,1,,2676.639163127913,-113.9129977976945,09-Internal Cohort Streams,,,ethereum
2025-05-14T13:12:11.000-06:00,"=HYPERLINK(""https://etherscan.io/tx/0xe2beef5fc88b71234149193546d1a73ac415eae69f94f730ee59f0071646dfa4"",""0xe2beef5fc88b71234149193546d1a73ac415eae69f94f730ee59f0071646dfa4"")",Deposit,"=HYPERLINK(""https://etherscan.io/address/0x92a6DC7913C4c3fdeCf99c96B0f141Ce7FD45519"",""0x92a6DC7913C4c3fdeCf99c96B0f141Ce7FD45519"")","=HYPERLINK(""https://etherscan.io/address/0xeF899e80aA814ab8D8e232f9Ed6403A633C727ec"",""dao.buidlguidl.eth Mainnet"")",ETH,0.000001,,0.002676639163127913,,,,,,ethereum
2025-05-14T12:47:01.000-06:00,"=HYPERLINK(""https://optimistic.etherscan.io/tx/0x7850ffe8b476826a658d5be7a456f9a223f51e978709ecfc83fb6aee78e5eaaf"",""0x7850ffe8b476826a658d5be7a456f9a223f51e978709ecfc83fb6aee78e5eaaf"")",Withdrawal (Internal),"=HYPERLINK(""https://optimistic.etherscan.io/address/0x11E91FB4793047a68dFff29158387229eA313ffE"",""buidlguidl.zakgriffith.eth"")","=HYPERLINK(""https://optimistic.etherscan.io/address/0x964d0C9a421953F95dAF3A5c5406093a3014A5D8"",""Sand Garden Cohort"")","=HYPERLINK(""https://optimistic.etherscan.io/address/0xDeadDeAddeAddEAddeadDEaDDEAdDeaDDeAD0000"",""ETH"")",,3,,8029.917489383739,,19-Inhouse Withdraw,,,optimism
2025-05-14T12:47:01.000-06:00,"=HYPERLINK(""https://optimistic.etherscan.io/tx/0x7850ffe8b476826a658d5be7a456f9a223f51e978709ecfc83fb6aee78e5eaaf"",""0x7850ffe8b476826a658d5be7a456f9a223f51e978709ecfc83fb6aee78e5eaaf"")",Deposit (Internal),"=HYPERLINK(""https://optimistic.etherscan.io/address/0x11E91FB4793047a68dFff29158387229eA313ffE"",""buidlguidl.zakgriffith.eth"")","=HYPERLINK(""https://optimistic.etherscan.io/address/0x964d0C9a421953F95dAF3A5c5406093a3014A5D8"",""Sand Garden Cohort"")","=HYPERLINK(""https://optimistic.etherscan.io/address/0xDeadDeAddeAddEAddeadDEaDDEAdDeaDDeAD0000"",""ETH"")",3,,8029.917489383739,,,07-Inhouse Deposit,,,optimism
2025-05-14T12:47:01.000-06:00,"=HYPERLINK(""https://optimistic.etherscan.io/tx/0x7850ffe8b476826a658d5be7a456f9a223f51e978709ecfc83fb6aee78e5eaaf"",""0x7850ffe8b476826a658d5be7a456f9a223f51e978709ecfc83fb6aee78e5eaaf"")",Fee,"=HYPERLINK(""https://optimistic.etherscan.io/address/0x11E91FB4793047a68dFff29158387229eA313ffE"",""buidlguidl.zakgriffith.eth"")",,"=HYPERLINK(""https://optimistic.etherscan.io/address/0xDeadDeAddeAddEAddeadDEaDDEAdDeaDDeAD0000"",""ETH"")",,0.000000014621573766,,0.000039136676968639287223130358,0.0000122497327581945445142707782,20-Fee,,,optimism
2025-05-14T12:45:27.000-06:00,"=HYPERLINK(""https://optimistic.etherscan.io/tx/0x6dc2d0296322f17014edcbb2e647c394f48cbdad36551aa99f2551d7813f23cc"",""0x6dc2d0296322f17014edcbb2e647c394f48cbdad36551aa99f2551d7813f23cc"")",Deposit,"=HYPERLINK(""https://optimistic.etherscan.io/address/0x4200000000000000000000000000000000000006"",""Wrapped Ether"")","=HYPERLINK(""https://optimistic.etherscan.io/address/0x11E91FB4793047a68dFff29158387229eA313ffE"",""buidlguidl.zakgriffith.eth"")","=HYPERLINK(""https://optimistic.etherscan.io/address/0xDeadDeAddeAddEAddeadDEaDDEAdDeaDDeAD0000"",""ETH"")",3.099763585536693324,,8296.948609485313784055802865152812,,,15-Swap IN,,,optimism
2025-05-14T12:44:47.000-06:00,"=HYPERLINK(""https://etherscan.io/tx/0x557238a2b38d9cf5b27dbcd131fd6a8e440fca0bc3215ee840cef4d099e9a673"",""0x557238a2b38d9cf5b27dbcd131fd6a8e440fca0bc3215ee840cef4d099e9a673"")",Withdrawal,"=HYPERLINK(""https://etherscan.io/address/0x11E91FB4793047a68dFff29158387229eA313ffE"",""buidlguidl.zakgriffith.eth"")","=HYPERLINK(""https://etherscan.io/address/0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2"",""Eth Unwrapper"")",ETH,,3.1,,8297.5814056965303,-353.13029317285295,14-Swap OUT,,,ethereum
2025-05-14T12:44:47.000-06:00,"=HYPERLINK(""https://etherscan.io/tx/0x557238a2b38d9cf5b27dbcd131fd6a8e440fca0bc3215ee840cef4d099e9a673"",""0x557238a2b38d9cf5b27dbcd131fd6a8e440fca0bc3215ee840cef4d099e9a673"")",Fee,"=HYPERLINK(""https://etherscan.io/address/0x11E91FB4793047a68dFff29158387229eA313ffE"",""buidlguidl.zakgriffith.eth"")",,ETH,,0.000114755743158732,,0.307159716332510147995978886316,-0.013072170717713434000937143374,20-Fee,,,ethereum
2025-05-14T12:42:23.000-06:00,"=HYPERLINK(""https://etherscan.io/tx/0xf72fb5452a6dae8c5bc280b61f57355500f0a26edbeb762a8dd40bca735015a1"",""0xf72fb5452a6dae8c5bc280b61f57355500f0a26edbeb762a8dd40bca735015a1"")",Deposit (Internal),"=HYPERLINK(""https://etherscan.io/address/0xeF899e80aA814ab8D8e232f9Ed6403A633C727ec"",""dao.buidlguidl.eth Mainnet"")","=HYPERLINK(""https://etherscan.io/address/0x11E91FB4793047a68dFff29158387229eA313ffE"",""buidlguidl.zakgriffith.eth"")",ETH,3,,8029.917489383739,,,07-Inhouse Deposit,,,ethereum
2025-05-14T12:42:23.000-06:00,"=HYPERLINK(""https://etherscan.io/tx/0xf72fb5452a6dae8c5bc280b61f57355500f0a26edbeb762a8dd40bca735015a1"",""0xf72fb5452a6dae8c5bc280b61f57355500f0a26edbeb762a8dd40bca735015a1"")",Deposit (Internal),"=HYPERLINK(""https://etherscan.io/address/0xeF899e80aA814ab8D8e232f9Ed6403A633C727ec"",""dao.buidlguidl.eth Mainnet"")","=HYPERLINK(""https://etherscan.io/address/0x1c873c172662c3774D089aB967911bC32C04bb08"",""Mercs Mainnet Cohort"")",ETH,3,,8029.917489383739,,,07-Inhouse Deposit,,,ethereum
2025-05-14T12:42:23.000-06:00,"=HYPERLINK(""https://etherscan.io/tx/0xf72fb5452a6dae8c5bc280b61f57355500f0a26edbeb762a8dd40bca735015a1"",""0xf72fb5452a6dae8c5bc280b61f57355500f0a26edbeb762a8dd40bca735015a1"")",Withdrawal (Group),"=HYPERLINK(""https://etherscan.io/address/0xeF899e80aA814ab8D8e232f9Ed6403A633C727ec"",""dao.buidlguidl.eth Mainnet"")","=HYPERLINK(""https://etherscan.io/address/0x97843608a00e2bbc75ab0C1911387E002565DEDE"",""BuidlGuidl.eth"")",ETH,,12,,32119.669957534956,-1366.955973572334,19-Inhouse Withdraw,,,ethereum
2025-05-14T12:42:23.000-06:00,"=HYPERLINK(""https://etherscan.io/tx/0xf72fb5452a6dae8c5bc280b61f57355500f0a26edbeb762a8dd40bca735015a1"",""0xf72fb5452a6dae8c5bc280b61f57355500f0a26edbeb762a8dd40bca735015a1"")",Withdrawal (Internal),"=HYPERLINK(""https://etherscan.io/address/0xeF899e80aA814ab8D8e232f9Ed6403A633C727ec"",""dao.buidlguidl.eth Mainnet"")","=HYPERLINK(""https://etherscan.io/address/0x11E91FB4793047a68dFff29158387229eA313ffE"",""buidlguidl.zakgriffith.eth"")",ETH,,3,,8029.917489383739,,19-Inhouse Withdraw,,,ethereum
2025-05-14T12:42:23.000-06:00,"=HYPERLINK(""https://etherscan.io/tx/0xf72fb5452a6dae8c5bc280b61f57355500f0a26edbeb762a8dd40bca735015a1"",""0xf72fb5452a6dae8c5bc280b61f57355500f0a26edbeb762a8dd40bca735015a1"")",Withdrawal (Internal),"=HYPERLINK(""https://etherscan.io/address/0xeF899e80aA814ab8D8e232f9Ed6403A633C727ec"",""dao.buidlguidl.eth Mainnet"")","=HYPERLINK(""https://etherscan.io/address/0x1c873c172662c3774D089aB967911bC32C04bb08"",""Mercs Mainnet Cohort"")",ETH,,3,,8029.917489383739,,19-Inhouse Withdraw,,,ethereum
2025-05-14T12:42:23.000-06:00,"=HYPERLINK(""https://etherscan.io/tx/0xf72fb5452a6dae8c5bc280b61f57355500f0a26edbeb762a8dd40bca735015a1"",""0xf72fb5452a6dae8c5bc280b61f57355500f0a26edbeb762a8dd40bca735015a1"")",Withdrawal (Internal),"=HYPERLINK(""https://etherscan.io/address/0xeF899e80aA814ab8D8e232f9Ed6403A633C727ec"",""dao.buidlguidl.eth Mainnet"")","=HYPERLINK(""https://etherscan.io/address/0xd0acE9462d957485904B3437D4818ee2f9F2EfED"",""Owners Cohort"")",ETH,,3,,8029.917489383739,,19-Inhouse Withdraw,,,ethereum
2025-05-14T12:42:23.000-06:00,"=HYPERLINK(""https://etherscan.io/tx/0xf72fb5452a6dae8c5bc280b61f57355500f0a26edbeb762a8dd40bca735015a1"",""0xf72fb5452a6dae8c5bc280b61f57355500f0a26edbeb762a8dd40bca735015a1"")",Deposit (Group),"=HYPERLINK(""https://etherscan.io/address/0xeF899e80aA814ab8D8e232f9Ed6403A633C727ec"",""dao.buidlguidl.eth Mainnet"")","=HYPERLINK(""https://etherscan.io/address/0x97843608a00e2bbc75ab0C1911387E002565DEDE"",""BuidlGuidl.eth"")",ETH,12,,32119.669957534956,,,07-Inhouse Deposit,,,ethereum
2025-05-14T12:42:23.000-06:00,"=HYPERLINK(""https://etherscan.io/tx/0xf72fb5452a6dae8c5bc280b61f57355500f0a26edbeb762a8dd40bca735015a1"",""0xf72fb5452a6dae8c5bc280b61f57355500f0a26edbeb762a8dd40bca735015a1"")",Deposit (Internal),"=HYPERLINK(""https://etherscan.io/address/0xeF899e80aA814ab8D8e232f9Ed6403A633C727ec"",""dao.buidlguidl.eth Mainnet"")","=HYPERLINK(""https://etherscan.io/address/0xd0acE9462d957485904B3437D4818ee2f9F2EfED"",""Owners Cohort"")",ETH,3,,8029.917489383739,,,07-Inhouse Deposit,,,ethereum
2025-05-14T12:42:23.000-06:00,"=HYPERLINK(""https://etherscan.io/tx/0xf72fb5452a6dae8c5bc280b61f57355500f0a26edbeb762a8dd40bca735015a1"",""0xf72fb5452a6dae8c5bc280b61f57355500f0a26edbeb762a8dd40bca735015a1"")",Fee,"=HYPERLINK(""https://etherscan.io/address/0x11E91FB4793047a68dFff29158387229eA313ffE"",""buidlguidl.zakgriffith.eth"")",,ETH,,0.000233790735983369,,0.625773439909583656491987678897,-0.0266318035931948891917785427705,20-Fee,,,ethereum
